Section P
September 1951 - July 1969
P-1 through P-____?

Public release photos of JPL projects, visitors to JPL, portraits and group photos of employees, social events, club activities, early facilities photos,  ...

There are 17 P-numbered photo albums ... when visiting the Archives to view photos, please request specific photo album numbers, such as photo album P1, or P17.

Dates seen in the index are the dates the photographs were entered into the Photo Lab index and filed.  This is not necessarily the date the photo was actually taken.

(U) - Unclassified


Photo Album P1  (Contains photograph numbers P-1 through P-____)

Date
Entered	Photo #	Description				
6-6-63		P-2587AB	Dr. Orr Reynolds visit to JPL
6-6-63		P-2588AB	Dr. Orr Reynolds visit to JPL
6-6-63		P-2589AB	Dr. Orr Reynolds visit to JPL
6-6-63		P-2590AB	Dr. Orr Reynolds visit to JPL


6-10-63	P-2591		Roy Campbell, passport photo
6-10-63	P-2592		G. Snover, passport photo
6-6-63		P-2593AcBc	Mariner 2, P.R. photos
6-6-63		P-2594AcBc	Mariner 2, P.R. photos
6-6-63		P-2595AcBc	Mariner 2, P.R. photos
6-6-63		P-2596AcBc	Mariner 2, P.R. photos
6-6-63		P-2597AcBc	Mariner 2, P.R. photos
6-6-63		P-2598AcBc	Mariner 2, P.R. photos
6-6-63		P-2599AcBc	Mariner 2, P.R. photos
6-6-63		P-2600AcBc	Mariner 2, P.R. photos
6-6-63		P-2601		Mariner 2, P.R. photos (color)
6-6-63		P-2602AcBc	Mariner 2, P.R. photos
6-6-63		P-2603AcBc	Mariner 2, P.R. photos
6-19-63	P-2604AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2605AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2606AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2607AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2608AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2609AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2610AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2611AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2612AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2613		American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2614		American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2615AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2616AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2617AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2618AB	American Institute of Astronautics and Aeronautics (AIAA) tour
6-19-63	P-2619		American Institute of Astronautics and Aeronautics (AIAA) tour


6-24-63	P-2620AB	Montrose ledger photos, Dr. William Pickering and J. James
6-24-63	P-2621AB	Montrose ledger photos, Dr. William Pickering and J. James
6-21-63	P-2622AB	Ranger Block 3, GSE setup in bldg. 179
6-21-63	P-2623AB	Ed Sheldon in front of space simulator
6-22-63	P-2624AB	Ranger Block 3 in space simulator thru small window
6-24-63	P-2625AB	Montrose ledger photos of JPL trailers
6-25-63	P-2626AcBc	20 and 25th anniversary pins
6-25-63	P-2627AcBc	20 and 25th anniversary pins
6-25-63	P-2628	AcBc	20 and 25th anniversary pins
6-25-63	P-2629AcBc	20 and 25th anniversary pins
6-25-63	P-2630AcBc	20 and 25th anniversary pins
6-25-63	P-2631		20 and 25th anniversary pins (color)
6-26-63	P-2632		University of California Council on Space Science
6-27-63	P-2633AB	10 and 15-year service awards
6-27-63	P-2634AB	10 and 15-year service awards
6-27-63	P-2635AB	10 and 15-year service awards
6-27-63	P-2636AB	10 and 15-year service awards
6-27-63	P-2637AB	10 and 15-year service awards
6-27-63	P-2638AB	10 and 15-year service awards
6-27-63	P-2639AB	10 and 15-year service awards
6-27-63	P-2640AB	10 and 15-year service awards
6-27-63	P-2641AB	10 and 15-year service awards
6-28-63	P-2642		20 year man, Romayne Taylor (color)
7-3-63		P-2643AB	Six inch shock tube, forty feet long
7-3-63		P-2644AB	Six inch shock tube, forty feet long
7-8-63		P-2645AB	Caltech aerial (campus)
7-8-63		P-2646AB	Caltech aerial (campus)
7-11-63	P-2647AB	Hyron Spinrad, portrait
7-12-63	P-2648		Dr. Renzetti, passport photo
7-11-63	P-2649AB	Visit of Caltech Industrial Association in bldg. 179
7-11-63	P-2650		Visit of Caltech Industrial Association


7-12-63	P-2651AB	Problems and projects in lunar exploration, H. R. Lawrence
7-12-63	P-2652AB	Problems and projects in lunar exploration, H. R. Lawrence
7-12-63	P-2653AB	Problems and projects in lunar exploration, H. R. Lawrence
7-15-63	P-2654		Dr. Renzetti, portrait
7-15-63	P-2655AB	Education services, U.S. economy
7-15-63	P-2656AB	Education services, U.S. economy
7-16-63	P-2657AB	National Industrial Security Association
7-16-63	P-2658		National Industrial Security Association
7-12-63	P-2659AB	F. Draper, passport photo
7-16-63	P-2660		Dan Schneiderman, passport photo
7-17-63	P-2661AB	UCLA science teachers workshop
7-17-63	P-2662AB	UCLA science teachers workshop
7-17-63	P-2663AB	UCLA science teachers workshop
7-17-63	P-2664AB	UCLA science teachers workshop
7-17-63	P-2665AB	UCLA science teachers workshop
7-20-63	P-2666		Surveyor soft-landing lunar spacecraft
7-20-63	P-2667		First solar orbit of Mariner 
7-19-63	P-2668AB	Future interplanetary missions
7-19-63	P-2669AB	Future interplanetary missions
7-19-63	P-2670AB	Future interplanetary missions
7-23-63	P-2671AB	Australians with Dr. William Pickering: Allen Fairhall, Minister of Supply;
John Knott, Secretary, Department of Supply; D. Barnsley, Attaché;
M. Langland, private secretary to Fairhall
7-23-63	P-2672AB	Australians with Dr. William Pickering: Allen Fairhall, Minister of Supply;
John Knott, Secretary, Department of Supply; D. Barnsley, Attaché;
M. Langland, private secretary to Fairhall
7-23-63	P-2673AB	Australians with Dr. William Pickering: Allen Fairhall, Minister of Supply;
John Knott, Secretary, Department of Supply; D. Barnsley, Attaché;
M. Langland, private secretary to Fairhall
7-23-63	P-2674		Australians with Dr. William Pickering: Allen Fairhall, Minister of Supply;
John Knott, Secretary, Department of Supply; D. Barnsley, Attaché;
M. Langland, private secretary to Fairhall
7-23-63	P-2675		Australians with Dr. William Pickering: Allen Fairhall, Minister of Supply;
John Knott, Secretary, Department of Supply; D. Barnsley, Attaché;
M. Langland, private secretary to Fairhall
7-23-63	P-2676		Dr. Viterbi, portrait
7-26-63	P-2677AB	Group tour, Temple City vocational teachers
7-26-63	P-2678AB	Group tour, Temple City vocational teachers
7-26-63	P-2679AB	Group tour, Temple City vocational teachers


7-26-63	P-2680AB	Group tour, Temple City vocational teachers
7-26-63	P-2681AB	G. Morrow, portrait
7-26-63	P-2682		V. Spaulding, portrait
7-26-63	P-2683		W. Bennett, portrait
7-26-63	P-2684		A. Kenneth Johnson, portrait
7-29-63	P-2685		W. Butler, portrait
7-29-63	P-2686		D. Comer, portrait
7-29-63	P-2687		Frank Ziol, portrait
7-29-63	P-2688AB	1 of 3 - 1/10 scale model, Ranger 6
			AcBc	2 of 3 - 1/10 scale model, Ranger 6
			AtBt	3 of 3 - 1/10 scale model, Ranger 6
7-29-63	P-2689AB	1 of 3 - 1/10 scale model, Ranger 6
			AcBc	2 of 3 - 1/10 scale model, Ranger 6
			AtBt	3 of 3 - 1/10 scale model, Ranger 6
8-5-63		P-2690		H. Strong, portrait
8-5-63		P-2691		James N. Wilson, portrait
8-6-63		P-2692AB	1 of 2 - Electrical discharge through plastic
			AcBc	2 of 2 - Electrical discharge through plastic
8-6-63		P-2693AB	1 of 2 - Electrical discharge through plastic
			AcBc	2 of 2 - Electrical discharge through plastic
8-6-63		P-2694AB	1 of 2 - Electrical discharge through plastic
			AcBc	2 of 2 - Electrical discharge through plastic
8-8-63		P-2695		Ranger 6, 1/6 scale model
				1 of 3 - Top 3/4 view moon, lower left
				2 of 3 - Ranger 6, 1/6 scale model
				Top 3/4 view moon, lower left (color)
				T	3 of 3 - Ranger 6, 1/6 scale model
					Top 3/4 view moon, lower left (color)
8-8-63		P-2696		1 of 3 - Ranger 6, 1/6 Scale Model
				A - Top 3/4 of RA-TV over moon
				B - Top 3/4 of RA-TV moon on left half of negative
			AcBc		2 of 3 - Ranger 6, 1/6 scale model
					A - Top 3/4 of RA-TV over moon
					B - Top 3/4 of RA-TV Moon on left half of negative
			AtBt		3 of 3 - Ranger 6, 1/6 scale model
					A - Top 3/4 of RA-TV over moon
					B - Top 3/4 of RA-TV moon on left half of negative


8-8-63		P-2697		1 of 3 - Ranger 6, 1/6 scale model
				A - Top 3/4 View of Ranger-TV
				B - Back 3/4 view of Ranger-TV with moon top half of
negative
				AcBc	2 of 3 - Ranger 6, 1/6 scale model
				A - Top 3/4 view of Ranger-TV
				B - Back 3/4 view of Ranger-TV with moon top half of negative
				AtBt	3 of 3
At - Top 3/4 view of Ranger-TV
Bt - Back 3/4 view of Ranger-TV only
8-5-63		P-2698AB	Arrival of new E.T.S. rescue unit
8-9-63		P-2699		Hydraulic lift
8-8-63		P-2700AB	Magazine article illustrations
8-8-63		P-2701AB	Magazine article illustrations
8-8-63		P-2702AB	Magazine article illustrations
8-8-63		P-2703AB	Magazine article illustrations
8-8-63		P-2704AB	Magazine article illustrations
8-19-63	P-2705		NASA Science Fair award winners
8-19-63	P-2706		NASA Science Fair award winners
8-19-63	P-2707		NASA Science Fair award winners
8-19-63	P-2708		NASA Science Fair award winners
8-19-63	P-2709		NASA Science Fair award winners
8-19-63	P-2710		NASA Science Fair award winners
8-14-63	P-2711AB	Mariner C (Mariner 3) review
8-14-63	P-2712AB	Mariner C (Mariner 3) review
8-14-63	P-2713AB	Mariner C (Mariner 3) review
8-14-63	P-2714AB	Mariner C (Mariner 3) review
8-14-63	P-2715AB	Mariner C (Mariner 3) review
8-14-63	P-2716AB	Mariner C (Mariner 3) review
8-14-63	P-2717AB	Mariner C (Mariner 3) review
8-14-63	P-2718AB	Mariner C (Mariner 3) review
8-14-63	P-2719AB	Mariner C (Mariner 3) review
8-14-63	P-2720		Mariner C (Mariner 3) review
8-14-63	P-2721		Mariner C (Mariner 3) review (color)
8-14-63	P-2722AcBc	Mariner C (Mariner 3) review
8-14-63	P-2723AcBc	Mariner C (Mariner 3) review


8-14-63	P-2724AcBc	Mariner C (Mariner 3) review
8-19-63	P-2725AB	NASA Science Fair award winners
8-19-63	P-2726AB	NASA Science Fair award winners
8-19-63	P-2727AB	NASA Science Fair award winners
8-19-63	P-2728AB	NASA Science Fair award winners
8-19-63	P-2729AB	NASA Science Fair award winners
8-19-63	P-2730AB	NASA Science Fair award winners
8-19-63	P-2731AB	NASA Science Fair award winners
8-19-63	P-2732AB	NASA Science Fair award winners
8-19-63	P-2733AB	NASA Science Fair award winners
8-19-63	P-2734		James Springett, portrait
8-20-63	P-2735AB	P.R. photos, Goldstone
8-16-63	P-2736AB	Photo Lab pictures
8-16-63	P-2737AB	Photo Lab pictures
8-16-63	P-2738AB	Photo Lab pictures
8-16-63	P-2739AB	Photo Lab pictures
8-16-63	P-2740AB	Photo Lab pictures
8-16-63	P-2741AB	Photo Lab pictures
8-16-63	P-2742AB	Photo Lab pictures
8-16-63	P-2743AB	Photo Lab pictures
8-16-63	P-2744AB	Photo Lab pictures
8-16-63	P-2745AB	Photo Lab pictures
8-16-63	P-2746AB	Photo Lab pictures
8-16-63	P-2747AB	Photo Lab pictures
8-16-63	P-2748AB	Photo Lab pictures
8-16-63	P-2749AB	Photo Lab pictures
8-16-63	P-2750		Photo Lab pictures
8-16-63	P-2751		Photo Lab pictures


8-22-63	P-2752		Ad agency
				A - Two men sitting on steps
				B - Standing on steps
8-27-63	P-2753		S.C. Himmel, Manager, Atlas-Agena, NASA
8-29-63	P-2754		Mr. D.C. Miller
8-28-63	P-2755AB	Dr. William Pickering and Boy Scout
8-28-63	P-2756		Dr. William Pickering and Boy Scout
8-28-63	P-2757AB	R.G. Forney, portrait
8-26-63	P-2758		Ranger 6, TV Camera, Joe Meola
				1 of 2 - Ranger 6, TV camera, Joe Meola 
				2 of 2 - Ranger 6, TV camera, Joe Meola (color)
8-30-63	P-2759		Dr. William Pickering and Mr. Hilburn of NASA
9-3-63		P-2760		Dr. P.K. Eckman, portrait
8-28-63	P-2761AB	1 of 2 - Mars model
			AcBc	2 of 2 - Mars model
8-28-63	P-2762AB	1 of 2 - Mars model
AcBc	2 of 2 - Mars model
9-3-63		P-2763AB	UCLA planetary physics tour
9-3-63		P-2764AB	UCLA planetary physics tour
9-3-63		P-2765AB	UCLA planetary physics tour
9-3-63		P-2766AB	UCLA planetary physics tour
9-3-63		P-2767AB	UCLA planetary physics tour
9-4-63		P-2768AB	William Lindsey, portrait
9-10-63	P-2769AB	Pasadena mayor and Dr. William Pickering
9-10-63	P-2770		Pasadena mayor and Dr. William Pickering
9-12-63	P-2771AB	Hixson and Jorgensen ad, cafe
9-12-63	P-2772AB	Hixson and Jorgensen ad, cafe
9-13-63	P-2773		R.P. Mathison, passport portrait
9-16-63	P-2774		Syncom rocket exhaust
9-24-63	P-2775AB	10 and 15-year pins
9-24-63	P-2776AB	10 and 15-year pins
9-24-63	P-2777AB	10 and 15-year pins
9-24-63	P-2778AB	10 and 15-year pins


9-26-63	P-2779		Main telephone office next to JPL
9-26-63	P-2780		A - Old switchboard
				B - New Centrex system
9-24-63	P-2781AcBc	Ranger 6 flight, on shaker
9-24-63	P-2782AcBc	Ranger 6 flight, on shaker
9-24-63	P-2783AcBc	Ranger 6 flight, on shaker
9-24-63	P-2784AcBc	Ranger 6 flight, on shaker
9-24-63	P-2785AcBc	Ranger 6 flight, on shaker
9-30-63	P-2786		Dr. Einstein, portrait
9-30-63	P-2787AB	Dan Shuster, portrait
10-1-63	P-2788AB	Traffic congestion, Oak Grove
10-1-63	P-2789AB	Traffic congestion, Oak Grove
10-1-63	P-2790AB	Traffic congestion, Oak Grove
10-1-63	P-2791AB	Traffic congestion, Oak Grove
10-1-63	P-2792AB	Traffic congestion, Oak Grove
10-1-63	P-2793AB	Traffic congestion, Oak Grove
10-7-63	P-2794AB	A. Wiltsey, passport portrait
10-7-63	P-2795AB	A. Harris, passport portrait
9-26-63	P-2796		1 of 3 - Night lights of Hollywood from Mullholland Drive
				2 of 3 - Night lights of Hollywood from Mullholland Drive
(color)
			T	3 of 3 - Night lights of Hollywood from Mullholland Drive 
9-26-63	P-2797		1 of 3 - Night lights of Los Angeles from Chavez Ravine 
				2 of 3 - Night lights of Los Angeles from Chavez Ravine (color)
			T	3 of 3 - Night lights of Los Angeles from Chavez Ravine
9-26-63	P-2798		1 of 3 - Night lights of Los Angeles from Chavez Ravine 
				2 of 3 - Night lights of Los Angeles from Chavez Ravine (color)
			T	3 of 3 - Night lights of Los Angeles from Chavez Ravine 
10-17-63	P-2799		Roy Wilson, portrait
10-16-63	P-2800AB	B. Chamberlain, portrait


10-17-63	P-2801		Ranger 7, Block 3, match mate test
				A - Men placing padding on solar panel
				B - Lowering craft onto pedestal, whole craft and shroud shown
10-17-63	P-2802		Ranger 7, Block 3, match mate test
				A - Craft on pedestal, men about to lower solar panel
				B - Craft on adapter to be lifted off
10-17-63	P-2803		Ranger 7, Block 3, match mate test
				A - Men lowering solar panel, craft on pedestal, shroud shown
				B - Men securing padding on solar panel
10-17-63	P-2804		Ranger 7, Block 3, match mate test
				A - Men inspecting base
				B - Men lowering craft onto pedestal
10-17-63	P-2805		Ranger 7, Block 3, match mate test
				A - Men lowering craft onto pedestal
				B - Overall view of checkout area
10-17-63	P-2806		Ranger 7, Block 3, match mate test
				A - Two men working at consoles
				B - Man writing in book, other men in background
10-17-63	P-2807`	Ranger 7, Block 3, match mate test
				A - Men placing padded cover on Solar Panel, whole craft shown
				B - Man holding solar panel, whole craft shown
10-17-63	P-2808AB	Ranger 7, Block 3, match mate test
				Lowering craft onto adapter
10-17-63	P-2809AB	Ranger 7, Block 3, match mate test
				Men working on craft, whole craft and shroud shown on pedestal
10-17-63	P-2810AB	Ranger 7, Block 3, match mate test
				A - Match mate test
				B - Craft lifted off Agena mockup
10-17-63	P-2811		Ranger 7, block 3, match mate test
				A - Two men, one with earphone, one with slide rule
				B - Craft lifted off Agena mockup
10-17-63	P-2812		Ranger 7, Block 3, match mate test
				A - Man hooking cable of hoist on craft
				B - Man working on omni antenna, whole crafts and shroud shown
10-17-63	P-2813		Ranger 7, Block 3, match mate test
				A - Craft being lowered onto pedestal
				B - Men working on craft
10-17-63	P-2814		Ranger 7, Block 3, match mate test
				A - Padding being placed on solar panel
				B - Men working on padding on solar panel


10-17-63 	P-2815		Ranger 7, Block 3, match mate test
				A - Vertical match mate test on Agena mockup
				B - Lowering craft onto pedestal, whole craft and shroud shown
10-21-63	P-2816AB	W. Apel, portrait
10-21-63	P-2817		N.S.T.A. Youth Science Congress tour
10-21-63	P-2818AB	N.S.T.A. Youth Science Congress tour
10-21-63	P-2819AB	N.S.T.A. Youth Science Congress tour
10-21-63	P-2820AB	N.S.T.A. Youth Science Congress tour
10-21-63	P-2821		L.R. Piaseki, portrait
10-24-63	P-2822		J. Gustavson, portrait
10-25-63	P-2823		Ranger 7 flight thermo-shields installation
10-28-63	P-2824AB	Gulliver experiment
11-6-63	P-2825AB	1 of 2 - Table Mountain, general coverage
			AcBc	2 of 2 - Table Mountain, general coverage
11-6-63	P-2826AB	1 of 2 - Table Mountain, general coverage
			AcBc	2 of 2 - Table Mountain, general coverage
11-6-63	P-2827AB	1 of 2 - Table Mountain, general coverage
			AcBc	2 of 2 - Table Mountain, general coverage
11-6-63	P-2828AB	1 of 2 - Table Mountain, general coverage
			AcBc	2 of 2 - Table Mountain, general coverage
11-6-63	P-2829AB	1 of 2 - Table Mountain, general coverage
			AcBc	2 of 2 - Table Mountain, general coverage
11-8-63	P-2830		JPL employment ad
11-7-63	P-2831		Aerospace Compensation Association, Dr. William Pickering, speaker
11-12-63	P-2832AB	Congressman Karth's visit
11-12-63	P-2833AB	Congressman Karth's visit
11-12-63	P-2834AB	Congressman Karth's visit
11-12-63	P-2835AB	Congressman Karth's visit
11-12-63	P-2836AB	Congressman Karth's visit
11-12-63	P-2837AB	Congressman Karth's visit


11-12-63	P-2838AB	Congressman Karth's visit
11-12-63	P-2839AB	Congressman Karth's visit
11-12-63	P-2840AB	Congressman Karth's visit
11-13-63	P-2841		1 of 2 - Sun simulator
				2 of 2 - Sun simulator (color)
11-13-63	P-2842AB	1 of 2 - Sun simulator
				AcBc	2 of 2 - Sun simulator
11-19-63	P-2843AB	JPL 64 ad
11-19-63	P-2844		JPL 64 ad
11-14-63	P-2845AB	Dr. Gautschi, portrait
11-22-63	P-2846		Flag at half mast, death of President Kennedy (color)
11-22-63	P-2847AB	Flag at half mast, death of President Kennedy (color)
12-2-63	P-2848		Anniversary of Mariner encounter with Venus
12-2-63	P-2849		P. Harrison, portrait
12-5-63	P-2850AB	Portrait of C. Casabianco at desk
12-5-63	P-2851AB	Portrait of C. Casabianco at desk
12-6-63	P-2852AB	William Leflang, portrait
12-6-63	P-2853AB	Walt Steble, portrait
12-9-63	P-2854		1 of 2 - Shape of magnetosphere
				2 of 2 - Shape of magnetosphere (color)
12-9-63	P-2855		1 of 2 - A - Solar thermionic power systems
				 B - Solar wind effect on Earth's magnetic field
				AcBc	2 of 2 -	 Solar wind effect on Earth's magnetic field
12-9-53	P-2856		1 of 2 - A - Earth's magnetic field
					B - Laser (optical) tracking
				AcBc	2 of 2 - Laser (optical) tracking
12-9-63	P-2857		1 of 2 - A - Laser communication and tracking
					 B - Exploring Mars
			AcBc	2 of 2 -	 Laser communication and tracking
12-9-63	P-2858		1 of 2 - A - Sun Earth relationships
					B - Biosatellite experiments
			AcBc	2 of 2 - Biosatellite experiments


12-9-63	P-2859	1 of 2 - A - Basic research program
				 B - Solar activity
				AcBc	2 of 2 - Solar activity
12-9-63	P-2860		Steps in planetary exploration (color)
12-9-63	P-2861		Ac - Observatory satellites
				Bc - Planetary exploration
12-9-63	P-2862		Ac - Unmanned lunar spacecraft
				Bc - Lunar exploration
12-9-63	P-2863		Ac - Ranger capabilities
				Bc - Space missions requiring tracking and data acquisition
12-9-63	P-2864		Ac - Space sciences
				Bc - Technology developed by Ranger
12-9-63	P-2865		Ac - Mariner flyby and land capsule
 				Bc - Mariner to Mars, 1964
12-9-63	P-2866		Ac - Lunar and planetary programs
				Bc - Surveyor orbiter
12-9-63	P-2867		Ac - Surveyor spacecraft progress
				Bc - Surveyor orbiter
12-6-63	P-2868AB	Acoustic chamber bldg. 82, 932 reverberation
12-6-63	P-2869AB	Acoustic chamber bldg. 82, 932 reverberation
12-6-63	P-2870AB	Acoustic chamber bldg. 82, 932 reverberation
12-13-63	P-2871AB	Bldg. 167 new cafe, Dr. William Pickering and Dr. Du Bridge cutting Mariner cake
12-13-63	P-2872AB	Bldg. 167 new cafe, Dr. William Pickering and Dr. Du Bridge cutting Mariner cake
12-13-63	P-2873AB	Bldg. 167 new cafe, Dr. William Pickering and Dr. Du Bridge cutting Mariner cake
12-13-63	P-2874AB	Bldg. 167 new cafe, Dr. William Pickering and Dr. Du Bridge cutting Mariner cake
12-13-63	P-2875AcBc	Bldg. 167 new cafe, Dr. William Pickering and Dr. Du Bridge cutting Mariner cake
12-13-63	P-2876AB	Bldg. 167 new cafeteria, opening employees coffee
12-13-63	P-2877AB	Bldg. 167 new cafeteria, opening employees coffee
12-10-63	P-2878AB	Ranger 7
